Time,Plasma/ CSF/ ER Nicotine,Sequestered Nicotine,Fraction of Activated nAChR,Fraction of Chaperoned nAChR
34.0920350971953,64.5756914440598,56.784545817151,0.0606671247765314,0.636101514547806
34.0969094949094,61.6651631702676,57.3997204046814,0.0580915023518321,0.625365663755657
34.1017838926235,58.927773368165,57.9689844045996,0.0556561717715284,0.614673159557012
34.1066582903375,56.3531001148687,58.4951214908844,0.0533540826941229,0.604043299390566
34.1115326880516,53.9313738051855,58.9807410475142,0.0511784793131479,0.593494741255711
34.1164070857656,51.653401511454,59.4282983861505,0.0491228700666865,0.583045291179773
34.1212814834797,49.5105274694685,59.8401052955928,0.04718102275948,0.57271223725872
34.1261558811938,47.4946113526648,60.218335851813,0.045346968325134,0.562512165401481
34.1310302789078,45.5980051005748,60.5650326268148,0.0436150021107311,0.552460308353145
34.1359046766219,43.8135242710324,60.8821143404088,0.0419796794887611,0.542570661043523
34.140779074336,42.1344181607024,61.1713838252704,0.0404358079070202,0.532856692073572
34.14565347205,40.5543424015141,61.4345353593269,0.0389784388528902,0.523330974069877
34.1505278697641,39.0673345128583,61.6731612313917,0.0376028604860666,0.514003949919633
34.1554022674781,37.6677912303717,61.888757787314,0.0363045900917456,0.504884373988174
34.1602766651922,36.3504469004002,62.0827311489522,0.0350793661450615,0.49598134344452
34.1651510629063,35.1103531956743,62.2564026485618,0.0339231403987739,0.487303769552578
34.1700254606203,33.9428603905915,62.4110139595675,0.0328320694892937,0.478855611383391
34.1748998583344,32.8435988540322,62.5477319096008,0.0318025091508254,0.470640822918017
34.1797742560484,31.8084620130128,62.6676529892981,0.030831002466817,0.462664988455575
34.1846486537625,30.8335907896924,62.7718075857389,0.029914271586279,0.454932526838845
34.1895230514766,29.9153593206061,62.8611639683362,0.0290492145076514,0.447440324147984
34.1928219859726,29.3243167648847,62.9137052110772,0.028491582899124,0.44250611135467
34.1961209204687,28.7566499384966,62.9601537220898,0.0279554024593771,0.437685971284832
34.1994198549648,28.2113974544626,63.0007662707854,0.027439835351006,0.432976560394428
34.2027187894609,27.6876378620357,63.0357889479731,0.0269440759820625,0.428374791578429
34.206017723957,27.1844871695558,63.0654576483888,0.0264673476105112,0.423884553707471
34.2082905887754,26.8493793196134,63.0829016926978,0.0261495782942779,0.420856646404297
34.2105634535938,26.5233841682582,63.0979832391827,0.0258402511602017,0.417878469541319
34.211077825042,26.4508458989311,63.1010756948591,0.0257713949966344,0.417211294966598
34.2115921964901,26.3787580107247,63.1040515025723,0.0257029567284589,0.416547069032857
34.2121065679383,26.3071175919309,63.1069114466699,0.0256349337561269,0.41588552532752
34.2129206247223,26.1946451086459,63.1112027743378,0.0255281213518862,0.414843857824668
34.2137346815063,26.0832746617957,63.1152089077718,0.0254223324530193,0.413808645315604
34.2145487382904,25.9729948828526,63.1189328800994,0.0253175569328545,0.412779941917739
34.2153627950744,25.863794528061,63.1223776921696,0.0252137847659401,0.411757761976498
34.2172255760986,25.6179164930342,63.129225910148,0.0249800480771873,0.409443108891428
34.2190883571229,25.3775018231165,63.1346627719616,0.0247513965991267,0.407162178611125
34.2218849081833,25.0265513362926,63.1402496308779,0.0244174251375954,0.403800648685136
34.2246814592438,24.6872057057796,63.1428447082561,0.02409427958618,0.400513748397511
34.2274780103043,24.3590584508412,63.1425565129444,0.0237815942460982,0.397300591634374
34.2302745613647,24.0417185612382,63.1394894209504,0.0234790164925702,0.394160249572152
34.2368531479143,23.335688392019,63.1218872731385,0.0228051567596777,0.387054478605282
34.2434317344638,22.6827674079262,63.0906947363217,0.0221811583862809,0.380332927902117
34.2500103210133,22.0787025564108,63.0470469407048,0.0216031428233453,0.373981442296154
34.2565889075629,21.5195796383174,62.9919884890539,0.0210675219190508,0.367985140580303
34.2631674941124,21.0017945432008,62.9264811383943,0.0205709784152207,0.3623285958347
34.269746080662,20.5220320565352,62.8514094548747,0.0201104485330494,0.356996149745107
34.2763246672115,20.0772448194876,62.7675864319452,0.0196831053653866,0.351972073453984
34.2829032537611,19.6646316269147,62.6757592880745,0.0192863415752273,0.347240627562051
34.2894818403106,19.2816167654085,62.5766149832676,0.0189177521835361,0.342786245549639
34.2960604268602,18.9258314346675,62.4707851792957,0.0185751190195861,0.338593701662875
34.3026390134097,18.5950971418377,62.3588506772925,0.0182563966912383,0.334648107296448
34.3092175999592,18.2874105450918,62.2413454670265,0.0179596996165078,0.330934946860346
34.3157961865088,18.0009294187646,62.1187604729829,0.0176832899163127,0.327440244194714
34.3223747730583,17.7339596765326,61.9915470211427,0.0174255661135179,0.324150600767627
34.3289533596079,17.4849434345436,61.8601200314545,0.0171850526433791,0.321053099349694
34.3355319461574,17.2524480367373,61.7248609487572,0.0169603901322103,0.318135373323783
34.342110532707,17.0351559706585,61.5861204337458,0.0167503263991379,0.315385750847709
34.3522639448345,16.7268461384225,61.3658945019443,0.0164521199021807,0.311446391212976
34.362417356962,16.4478804742551,61.139203063232,0.0161821404550976,0.307842733076509
34.3725707690895,16.1947419671608,60.9069805967402,0.0159370302816594,0.304540027038101
34.382724181217,15.9643376848406,60.670048184673,0.0157138271540174,0.301507092272036
34.3928775933445,15.7539441492472,60.4291281606582,0.0155099214906471,0.298714405973185
34.403031005472,15.5611670492076,60.1848548488126,0.0153230168373301,0.296135117730547
34.4131844175995,15.38390504292,59.9377841639275,0.0151510929196738,0.293747790646885
34.423337829727,15.2203138350112,59.6884033566927,0.0149923757400446,0.291530959788975
34.4334912418545,15.0687723697299,59.4371400448987,0.0148453045018693,0.289463244774936
34.443644653982,14.9278542238229,59.1843696366255,0.0147085046212679,0.287531648779289
34.4503109950779,14.8404994696718,59.0177510979093,0.0146236841321354,0.286329552365989
34.4549546917257,14.7818641640484,58.9014315948206,0.0145667419230618,0.285519217158619
34.4595983883734,14.7249323285815,58.7849329046854,0.0145114478479354,0.284731699981475
34.4642420850211,14.669609746907,58.6682796863507,0.0144577109386546,0.283964755775766
34.4688857816689,14.6158076390451,58.5514951625544,0.0144054454732791,0.283215557547744
34.4735294783166,14.5634418487335,58.4346011841137,0.0143545701056837,0.282486423871629
34.4767494117881,14.5279328891651,58.3534936684563,0.0143200688753479,0.281992462058744
34.4799693452596,14.4930516394823,58.2723499456191,0.0142861752700266,0.281504970993452
34.4831892787312,14.4587739182892,58.1911762600222,0.0142528658981307,0.281024938249719
34.4864092122027,14.4250764624789,58.1099785971143,0.0142201182551134,0.280553870503404
34.4896291456743,14.3919373088115,58.0287626935841,0.0141879111223272,0.280089595011254
34.4928490791458,14.3593352531792,57.9475340493408,0.014156223994422,0.279631217311392
34.4960690126173,14.3272496397724,57.8662979367669,0.0141250368699691,0.279180884625498
34.4992889460889,14.2956610513247,57.7850594095617,0.0140943309908593,0.278736551855636
34.5015659873434,14.2736123389203,57.7276111267892,0.0140728973100397,0.278425250942821
34.5038430285979,14.2517962400319,57.6701657150801,0.0140516888582352,0.278117708018235
34.5061200698524,14.2302065704583,57.612724777066,0.0140306996563505,0.277813290167424
34.508397111107,14.2088373202625,57.5552898679597,0.0140099238909178,0.277511398705325
34.5106741523615,14.187682560853,57.497862497001,0.0139893558218444,0.277212344176816
34.512951193616,14.166736559352,57.4404441285491,0.0139689898997584,0.276916161933796
34.5152282348706,14.1459937809073,57.3830361833123,0.0139488207683542,0.276622543075239
34.5192505515443,14.1098324252108,57.2816566556959,0.0139136575492693,0.276110115087408
34.5232728682179,14.074259805424,57.1803212211514,0.0138790644403076,0.275605323332663
34.5272951848916,14.0392487450645,57.0790367861339,0.0138450151271984,0.275107800934569
34.5313175015653,14.0047734140727,56.9778098955372,0.0138114845956641,0.274617270887634
34.535339818239,13.9708092721572,56.8766467518554,0.0137784490783168,0.274133395576547
34.5428294611555,13.9088514837005,56.6884681916656,0.0137181797562848,0.273249072390293
34.5503191040719,13.8484471838286,56.5005656140322,0.0136594146901639,0.272384895800915
34.5578087469884,13.789467908886,56.3129710580437,0.0136020294057663,0.271539178822264
34.5652983899048,13.7317972710016,56.1257133400326,0.0135459111068824,0.270710373193889
34.5773622509802,13.6413958100037,55.8248621252255,0.0134579305011171,0.269407474988676
34.5894261120555,13.5537294383579,55.5250458105294,0.0133725970533574,0.268139631945163
34.6014899731309,13.4684607795838,55.2263450715692,0.013289583730938,0.266902342654075
34.6135538342062,13.3853040704491,54.9288268286758,0.0132086133311304,0.265691752941469
34.6328783581472,13.2558960953273,54.4548486967185,0.0130825816827538,0.263799994227834
34.6522028820882,13.1304556299752,53.9842301048869,0.0129603839667904,0.26195709524078
34.6715274060292,13.0083354778406,53.5171058204372,0.0128413917322501,0.260154137211394
34.6908519299701,12.8890231358965,53.0535748914446,0.0127251082934041,0.258384258464454
34.7101764539111,12.772111809409,52.5937084136037,0.0126111384161523,0.256641832149424
34.7295009778521,12.6572811070025,52.1375546880691,0.012499171413193,0.254922446148992
34.7488255017931,12.5442800082703,51.6851437745606,0.0123889637829778,0.253222750723169
34.7681500257341,12.4329114052454,51.2364916302361,0.0122803243405886,0.251540052580168
34.7874745496751,12.3230195212658,50.7916034713372,0.0121731020928077,0.249872223844234
34.8067990736161,12.2144805722961,50.3504762675588,0.0120671771336967,0.248217647973194
34.8261235975571,12.1071959119166,49.9131005763511,0.0119624539903961,0.246575031468751
34.845448121498,12.0010867249621,49.4794619600203,0.0118588564648129,0.244943340071424
34.864772645439,11.8960897609566,49.0495421233854,0.0117563234872561,0.243321793207108
34.8948875821266,11.7345623870066,48.3869267381881,0.0115985452563816,0.240813602152227
34.9250025188142,11.5754631678272,47.7332002364345,0.0114430895166492,0.238326783038504
34.9551174555018,11.4186832615959,47.088262834731,0.0112898523593816,0.235860282870136
34.9852323921894,11.2641385661187,46.452009873999,0.0111387532532863,0.233413261340029
35,11.1891500779745,46.1431482523155,0.0110654199266925,0.2322202023535
35,11.1891500779745,46.1431482523155,0.0110654199266925,0.2322202023535
35.0000003975081,11.1897681735946,46.143139966918,0.0110654322409648,0.232220181638283
35.0000007950163,11.1903862637296,46.1431316822826,0.0110654585005524,0.232220172252273
35.0000021448178,11.1924850446579,46.1431035563548,0.011065649314951,0.232220227240416
35.0000034946194,11.1945837708723,46.1430754382377,0.0110659686380408,0.232220397738807
35.000004844421,11.196682438742,46.143047328582,0.0110664183045989,0.232220692970535
35.0000079007631,11.2014342150256,46.1429837125528,0.01106786795252,0.232221835380161
35.0000109571052,11.2061856984134,46.1429201413839,0.0110698527083949,0.232223630687089
35.0000140134473,11.210936897158,46.1428566151962,0.0110722890625,0.232226075182761
35.0000170697893,11.2156878190655,46.1427931340279,0.0110751025225004,0.232229163805337
35.0000201261314,11.220438471003,46.1427296978903,0.0110782294670656,0.232232891073712
35.0000231824735,11.2251888588616,46.142666306785,0.011081616499867,0.232237251399414
35.0000262388156,11.2299389876533,46.1426029607112,0.0110852191329521,0.232242239190525
35.0000292951577,11.2346888616371,46.1425396596665,0.0110890004160247,0.232247848886071
35.0000323514998,11.2394384844386,46.1424764036488,0.0110929297004839,0.232254074967203
35.0000354078419,11.2441878591553,46.1424131926554,0.0110969815794234,0.232260911960609
35.000038464184,11.2489369884448,46.142350026684,0.0111011349964541,0.232268354439356
35.000041520526,11.2536858745995,46.1422869057321,0.0111053725026603,0.232276397022871
35.0000462979975,11.2611085358162,46.1421883294234,0.011112134791138,0.232290159708533
35.0000510754689,11.2685306136782,46.1420898631003,0.0111190270234953,0.232305357561973
35.0000558529403,11.2759521141881,46.141991506753,0.0111260112387823,0.232321968897974
35.0000641416487,11.2888267421279,46.1418211235916,0.0111382868996603,0.232354083741445
35.0000724303572,11.301699663876,46.1416510713901,0.0111506866573552,0.232390292080402
35.0000807190657,11.3145708948309,46.1414813501018,0.0111631564698501,0.232430495735961
35.0000890077741,11.3274404475649,46.1413119596805,0.0111756680017878,0.232474599064003
35.0000972964826,11.3403083331937,46.1411429000802,0.0111882054131488,0.232522508486038
35.000105585191,11.3531745620317,46.1409741712552,0.0112007588480739,0.232574132440515
35.0001185817313,11.3733452563504,46.1407102734365,0.0112204610250833,0.232662343811491
35.0001315782716,11.3935119368547,46.1404471885643,0.0112401718690298,0.232759133994997
35.0001445748118,11.4136746373788,46.1401849164656,0.0112598832940432,0.232864179268089
35.0001646339369,11.4447864220902,46.1397817152657,0.0112903015691095,0.23304179458
35.000184693062,11.4758889141032,46.1393804491774,0.011320710913729,0.233237242077705
35.0002197235007,11.5301830672603,46.1386843331045,0.011373791420223,0.233618272134017
35.0002547539395,11.5844497209581,46.1379941135473,0.0114268408270039,0.234045472207713
35.0002897843783,11.6386893494858,46.1373097873101,0.0114798601249157,0.23451421882776
35.000324814817,11.6929023824106,46.1366313512481,0.0115328477378478,0.235020336353918
35.0003796219854,11.7776694032776,46.135581707881,0.0116156856428595,0.235878246477791
35.0004344291537,11.8623735888289,46.1345464634757,0.0116984465956323,0.236805693572874
35.000489236322,11.9470160720979,46.1335256065611,0.0117811330593821,0.237791776214725
35.0005440434903,12.0315978296097,46.132519125843,0.0118637465461531,0.2388271521485
35.0005988506587,12.1161197040949,46.131527010179,0.0119462876254019,0.23990381211445
35.000653657827,12.200582421946,46.130549248559,0.0120287568522194,0.241014905105843
35.0007084649953,12.2849866089028,46.1295858300886,0.0121111549746963,0.242154581971882
35.0008081947351,12.4384240664598,46.1278695083055,0.0122609101199132,0.244285801059099
35.0009079244749,12.5916721401665,46.1262005783236,0.0124104347860638,0.246471225650395
35.0010076542147,12.7447328577712,46.124578976547,0.0125597312058913,0.248692961047853
35.0011073839545,12.8976077948658,46.1230046399345,0.0127088011693174,0.250937613091047
35.0012071136943,13.05029821006,46.1214775058536,0.0128576461113056,0.253194942028256
35.0013068434341,13.2028051088108,46.1199975120134,0.0130062672279693,0.255457226699438
35.0014065731739,13.3551292852329,46.1185645964207,0.0131546655220911,0.257718848100207
35.0015063029137,13.5072713742267,46.117178697323,0.0133028418172356,0.259975770308072
35.0016617311083,13.7440220874159,46.1151123731607,0.0135333327128455,0.263477076681202
35.0019000690935,14.1062092721728,46.112164812632,0.0138857350061986,0.268794389946358
35.0020559069726,14.3424699491147,46.1103818472649,0.0141154770481825,0.272229878895281
35.0022117448517,14.5782920529076,46.1087127100456,0.014344685888291,0.275630003328543
35.0023675827308,14.8136764776433,46.1071571690986,0.0145733630438629,0.2789945073976
35.00252342061,15.048624093763,46.1057149930008,0.0148015099971647,0.282323354889664
35.0026792584891,15.2831357951321,46.1043859507274,0.015029128302053,0.285616260457487
35.0028350963682,15.5172124548572,46.1031698117016,0.0152562194753075,0.288873129621172
35.0029909342473,15.7508548974479,46.1020663458276,0.0154827849636947,0.292094335911543
35.0031467721264,15.9840639224638,46.1010753234641,0.0157088261957487,0.295280485366834
35.0033026100055,16.2168403354093,46.1001965153899,0.0159343446062298,0.298432108913418
35.0035650542405,16.6078800868025,46.098969510126,0.016312959102313,0.303663077195921
35.0038274984755,16.9976990347791,46.0980590217802,0.0166901016538918,0.308799795633793
35.0040899427104,17.3863010305332,46.0974639637138,0.0170657790353877,0.313844455744771
35.0043523869454,17.773689895169,46.0971832527577,0.0174399979665851,0.318799420375139
35.0047857252871,18.4106871058284,46.0974049063098,0.018054720149855,0.326791237247411
35.0052190636289,19.0444043096634,46.0984757948345,0.0186655140733582,0.334556015186029
35.0056524019707,19.6748585963558,46.1003911035725,0.0192724094030065,0.342103218390651
35.0060857403124,20.3020670235047,46.1031460430313,0.019875435581666,0.349441688378342
35.0065190786542,20.9260466010204,46.1067358489625,0.020474621823848,0.356579800683882
35.0071919057481,21.8885158211183,46.1139529437618,0.021397412577346,0.367284699151117
35.007864732842,22.8433050957227,46.1231536587813,0.0223111232656942,0.3775542284889
35.0099162602441,25.7078099318227,46.1632720145677,0.0250421742763442,0.406438977677779
35.0109538148537,27.1301222095791,46.1903668804326,0.0263925604249408,0.419797640718165
35.0119913694633,28.5349963944937,46.2219509090217,0.0277227221803309,0.432410575636861
35.013028924073,29.9226551304779,46.2579630745879,0.0290330198884726,0.444337849657001
35.014627333918,32.0272383467413,46.321968469932,0.0310135461317251,0.461492574141642
35.016225743763,34.0922809271922,46.3961237904867,0.0329490229192324,0.477317703148606
35.017824153608,36.1185637617428,46.4802166850706,0.0348406689741315,0.491961565719036
35.019422563453,38.1068542763267,46.5740390219135,0.0366896653740601,0.505549348282457
35.021020973298,40.0579060644799,46.6773868101788,0.0384971563531256,0.518189700262734
35.0226193831431,41.9724587709031,46.7900601279712,0.0402642504733113,0.529978582453153
35.0242177929881,43.8512387745082,46.9118630507518,0.0419920224102754,0.540995104631277
35.0253694981426,45.183186810437,47.0051768310972,0.0432131496668488,0.548495478910007
35.0265212032972,46.4971950025679,47.1030600484091,0.0444147822841011,0.555658110308065
35.0276729084517,47.7935220047883,47.205443140872,0.0455972910485149,0.56250378394095
35.0288246136062,49.0724227895651,47.312257554808,0.0467610384378479,0.569052386917636
35.0299763187608,50.3341487191412,47.4234357306771,0.0479063788678768,0.57532271921532
35.0317367114453,52.2300824267225,47.601654273261,0.0496222584675134,0.584407951123142
35.0334971041297,54.0873375953166,47.7896793249755,0.0512971448291961,0.592937168814324
35.0352574968142,55.9067650997131,47.987282632234,0.0529322018665509,0.600958513156078
35.0370178894987,57.6891974870154,48.1942409911177,0.0545285550741264,0.608514482723729
35.0387782821832,59.4354492205244,48.4103361328551,0.05608729301939,0.615643775293596
35.0405386748676,61.1463172190589,48.6353546183314,0.0576094688987977,0.622379837437855
35.0422990675521,62.8225809319799,48.8690877353626,0.059096101606418,0.628753955056029
35.0440594602366,64.4650029230882,49.1113313965815,0.0605481774288323,0.634793231545049
35.045819852921,66.0743289681053,49.3618860378938,0.061966650733335,0.64052341050789
35.0475802456055,67.6512888805254,49.6205565197218,0.0633524460244815,0.645964307988836
35.0487982501233,68.7238085580164,49.804178849559,0.0642926132399259,0.649571997393022
35.050016254641,69.7814077157798,49.991532926859,0.0652178542427776,0.653058910863394
35.0512342591588,70.8243149630928,50.1825576917688,0.0661284513781875,0.656429068648755
35.0524522636765,71.8527552244396,50.3771930277306,0.0670246806898563,0.659688042775775
35.0536702681943,72.8669498712606,50.5753797456071,0.0679068121296978,0.662842233794948
35.054888272712,73.8671171081996,50.7770595681701,0.0687751100554182,0.665895588051025
35.0561062772298,74.8534716409341,50.9821751156776,0.0696298329672292,0.668853459305214
35.0573242817475,75.8262249823525,51.1906698923859,0.0704712339640884,0.671720051081395
35.0585422862653,76.7855855335848,51.4024882735544,0.0712995608676338,0.674498092009333
35.0597602907831,77.7317583329882,51.6175754921047,0.0721150560409707,0.677191845410569
35.0609782953008,78.6649452750309,51.8358776252218,0.0729179567602138,0.679805421740889
35.0628915366399,80.1050503189142,52.1851510350461,0.0741542785060141,0.683757284321151
35.0648047779789,81.5143575596866,52.5420249971702,0.0753609711537472,0.687530317315179
35.066718019318,82.8936056964365,52.9063023281166,0.0765388835636351,0.691136537194718
35.0667735042735,82.9331635191771,52.9169750290636,0.0765726226356181,0.691238798155184
35.0667735042735,82.9331635191771,52.9169750290636,0.0765726226356181,0.691238798155184
35.0667745827365,82.9322497891393,52.9171825303123,0.0765731842412432,0.691240751766112
35.0667756611995,82.9313360836485,52.9173900282518,0.0765736580486998,0.691242672218355
35.0667783068213,82.9290947298584,52.9178990366968,0.0765745043499929,0.691247251999983
35.0667809524432,82.9268534977646,52.9184080274415,0.0765749726312818,0.691251658837765
35.066783598065,82.9246123920315,52.9189169990118,0.0765750832276208,0.691255881217121
35.0667887444286,82.9202532568564,52.9199070129455,0.0765744815457521,0.691263564939146
35.0667938907921,82.9158945602766,52.9208969518554,0.0765729997525803,0.691270565698767
35.0668028281261,82.9083260833979,52.9226159315992,0.0765690042055061,0.691281168711297
35.06681176546,82.9007587657727,52.924334684284,0.076563839626107,0.691289891637948
35.066820702794,82.8931925406267,52.9260532098501,0.0765580594919488,0.691296850987758
35.066829640128,82.8856273646925,52.927771508318,0.0765519818483207,0.691302160618512
35.0668385774619,82.8780632123603,52.9294895797282,0.0765457557302046,0.691305926062378
35.0668475147959,82.8705000673544,52.9312074241194,0.0765394451481356,0.691308244612528
35.0668564521299,82.8629379174248,52.9329250415251,0.0765330809590055,0.69130920665342
35.0668712067,82.8504557779495,52.9357601451829,0.0765225011549841,0.6913080452438
35.0668943817162,82.8308553964966,52.940211996481,0.076505800193685,0.691300021399049
35.0669175567324,82.8112614076227,52.9446623225724,0.0764890911610129,0.691285467892077
35.0669622416778,82.7734989154482,52.9532389223142,0.0764568716020636,0.691242449704444
35.0670069266232,82.7357592321949,52.961809857009,0.0764246775954348,0.691184472592027
35.0670516115685,82.6980419128704,52.9703751300861,0.0763925170393658,0.691115849951633
35.0670962965139,82.6603466546361,52.978934744911,0.0763603672158768,0.691039506719021
35.0671409814592,82.6226732447431,52.9874887048068,0.0763282206110535,0.690957453393957
35.0671856664046,82.5850215202519,52.9960370130722,0.0762960872853807,0.690871185728035
35.06723035135,82.5473913529701,53.0045796729907,0.0762639732744204,0.690781856642032
35.0672750362953,82.5097826446433,53.0131166878317,0.0762318764438598,0.690690328379493
35.0673592966624,82.4389237461801,53.0291992011071,0.0761713964826719,0.690513850209109
35.0674435570295,82.3681405506451,53.0452616755513,0.0761109705714047,0.690334296804028
35.0675278173965,82.2974328504105,53.0613041328373,0.0760505996257915,0.690152932188423
35.0676120777636,82.2268004913929,53.0773265945914,0.0759902863470593,0.689970484942675
35.0676963381307,82.1562433427129,53.0933290824063,0.0759300303974122,0.68978745590952
35.0677805984978,82.085761293126,53.1093116178436,0.0758698305656218,0.689604151645978
35.0679547886687,81.9402925232973,53.1422889034392,0.075745558528348,0.689224915265866
35.0681289788396,81.795143548787,53.1751812011007,0.0756215262506874,0.68884548320259
35.0683031690106,81.6503136707652,53.2079887002635,0.0754977332761478,0.688465753313705
35.0684773591815,81.5058021743725,53.2407115899494,0.0753741794941239,0.688085798877403
35.0686515493525,81.3616083367998,53.2733500587645,0.0752508644650424,0.687705788544679
35.0689584132273,81.1083583811716,53.3306431622567,0.0750342046212884,0.687036209048025
35.0692652771021,80.8560882387317,53.3876758791348,0.0748182820263312,0.686366470041234
35.069572140977,80.6047940941045,53.4444492313305,0.074603094549695,0.685696474602893
35.0698790048518,80.3544721415069,53.5009642366698,0.0743886400214917,0.685026183579724
35.0706062561031,79.765072978971,53.6338785975555,0.0738833003703865,0.683436565459021
35.0713335073545,79.181058196785,53.7653622344667,0.0733820324937985,0.681845538353783
35.0720607586058,78.6023813401827,53.8954275561178,0.0728848105908834,0.680253192114371
35.0732046661939,77.7028686679355,54.0971670841323,0.0721108576630752,0.677746114390348
35.0743485737819,76.8162744942587,54.2954745074308,0.0713467470067473,0.675236196074961
35.0754924813699,75.9423954523069,54.4904041521602,0.0705923661847322,0.672723667460882
35.0773521843888,74.5483465211752,54.8002296734951,0.0693864003946172,0.668634033874052
35.0792118874077,73.1866279328845,55.1014685135364,0.068205379369253,0.664539285030671
35.0810715904265,71.8564839541546,55.3943225467035,0.0670488458025338,0.660440504492381
35.0841205915234,69.7421056102092,55.8568282048956,0.0652045129925149,0.65371467167024
35.0871695926202,67.7074798884028,56.2981631319987,0.0634228481429132,0.646985824655078
35.0920460874441,64.6116208849746,56.9620219825359,0.0606988247205911,0.636229893767565
35.096922582268,61.7001859269621,57.5769570016808,0.05812257189792,0.62549828750785
35.1017990770918,58.962009832388,58.1459504684772,0.055686700920742,0.614810303609506
35.1066755719157,56.3866590885695,58.6717891509251,0.0533841536973805,0.604185240983092
35.1115520667396,53.964353513567,59.1570852563872,0.0512081671664368,0.593641756843342
35.1164285615635,51.6858904708621,59.6042966880711,0.0491522429445094,0.583197653821644
35.1213050563873,49.5426052739586,60.0157376162138,0.0472101424296621,0.572870214022157
35.1261815512112,47.5263494165073,60.3935842998803,0.0453758905619515,0.562676015114275
35.1310580460351,45.6294673579185,60.7398813072691,0.043643777104033,0.55263027940147
35.135934540859,43.8447678240216,61.0565491812649,0.0420083522405698,0.542746989027197
35.1408110356828,42.1654938738204,61.3453924188576,0.0404644186090302,0.533039597746671
35.1456875305067,40.5852954466231,61.60810681669,0.0390070232442573,0.523520661811983
35.1505640253306,39.0982048708088,61.8462860482932,0.0376314501930293,0.514200606331072
35.1554405201545,37.6986141534313,62.0614277207092,0.0363332129495809,0.505088166384728
35.1603170149783,36.3812533382254,62.2549391031991,0.03510804650245,0.496192418613247
35.1651935098022,35.1411701871272,62.4281425707452,0.0339518994046526,0.487522252966365
35.1700700046261,33.9737114237689,62.5822807432977,0.0328609253608778,0.479081607145786
35.17494649945,32.8745041970142,62.7185213066355,0.0318314774302799,0.470874413764378
35.1798229942738,31.8394390177299,62.8379615283722,0.0308600962549592,0.462906234815306
35.1846994890977,30.8646541709146,62.9416324980488,0.0299435017596727,0.455181465662942
35.1895759839216,29.9465214114926,63.0305031191736,0.0290785899277643,0.447696971997886
35.1928764818661,29.3555262708157,63.0827168297633,0.0285210368437777,0.442767764553686
35.1961769798107,28.7879129120204,63.1288367347074,0.0279849394672332,0.437952632192908
35.1994774777552,28.2427192579155,63.1691197872254,0.0274694593682916,0.433248220766341
35.2027779756998,27.7190232140794,63.2038122492721,0.0269737904025337,0.42865144109449
35.2060784736443,27.2159401895547,63.2331501748547,0.0264971553116578,0.424166180602859
35.2083519944214,26.8809422779588,63.2503631094145,0.0261795097461123,0.421142243633279
35.2106255151985,26.5550552569067,63.2652142587874,0.0258703042683247,0.418167999843854
35.2111239402156,26.4848027052187,63.2681613354483,0.025803622062247,0.417522511233134
35.2116223652328,26.4149727953534,63.2709989593014,0.0257373319909689,0.416879800622152
35.21212079025,26.3455628811355,63.2737278436344,0.0256714316912804,0.416239608244257
35.2129252459915,26.2344148549091,63.2779046621511,0.0255658851398351,0.415211482292148
35.213729701733,26.1243429664409,63.2818030129188,0.0254613379592169,0.414189649290992
35.2145341574746,26.0153362444694,63.2854258229891,0.0253577803776824,0.413174164330746
35.2153386132161,25.907383836722,63.288775988631,0.0252552027196893,0.412165044584249
35.217201732345,25.6613558368173,63.2955037254915,0.0250213433211569,0.409852190543066
35.2190648514738,25.4207948792719,63.300819268146,0.0247925720697265,0.407573039417188
35.2209279706027,25.1855726825666,63.3047568627111,0.0245687741305106,0.405327341771497
35.2244365652324,24.7566665268285,63.3085468980694,0.0241604346102726,0.40118827617267
35.2279451598621,24.345448146571,63.3077826874908,0.0237686136704515,0.397165322452647
35.2314537544918,23.9511430481153,63.3026709739022,0.0233926128564478,0.393256640056501
35.2378146631367,23.277059421967,63.2829466323066,0.0227491502256363,0.386455570402371
35.2441755717816,22.6520332166996,63.2506767396062,0.0221517589392187,0.380011540048943
35.2505364804265,22.0722293942332,63.2068848654904,0.0215969367000583,0.373911239875481
35.2568973890714,21.5341356107188,63.1525083542139,0.0210814658855576,0.368141222773454
35.2632582977163,21.0345268548141,63.0884077768636,0.0206023760360934,0.362687806974143
35.2696192063612,20.5704258590806,63.0153775188215,0.0201569152675878,0.357536751854736
35.2759801150061,20.1390796879622,62.9341520221594,0.0197425306759061,0.352673776377006
35.282341023651,19.7379463609951,62.8454093514891,0.0193568567713123,0.348084889666587
35.2887019322959,19.3646822840377,62.7497745622941,0.0189977059672531,0.343756031498021
35.2950628409408,19.0171276260565,62.64782360586,0.018663056475607,0.339673176594698
35.3014237495857,18.6932912068965,62.5400873522825,0.0183510394969987,0.335822910877989
35.3077846582306,18.3913367195507,62.4270552760634,0.0180599274908437,0.332192289679238
35.3141455668754,18.1095706027548,62.3091787081065,0.0177881236789943,0.328768418440665
35.3205064755203,17.8464310391311,62.1868737640441,0.0175341524535457,0.325538890297812
35.3268673841652,17.600477774219,62.0605240539213,0.0172966504539955,0.322492197517375
35.338301896943,17.1973934152745,61.8243342331152,0.016907169300691,0.317439392872598
35.3497364097207,16.8387039697381,61.5780397835829,0.0165603287969484,0.312879753431562
