Time,Plasma/ CSF/ ER Nicotine,Sequestered Nicotine,Fraction of Activated nAChR,Fraction of Chaperoned nAChR
3.02887259920209,46.3320948244909,35.8077237683971,0.044264427022522,0.554805173197854
3.03003194764712,47.6028771856908,35.9258532280678,0.0454240256624126,0.561542871561262
3.03119129609214,48.8565209631019,36.0483306990227,0.0465652305054512,0.567991842053343
3.03235064453716,50.0932750271652,36.175089314203,0.0476883891055314,0.574170049129777
3.03350999298219,51.3133848198193,36.3060631829338,0.048793841466941,0.580093215635938
3.03466934142721,52.5170921871081,36.4411873763659,0.0498819200109034,0.585777040984609
3.03599220816575,53.8708427969146,36.6003580101724,0.0511026574292901,0.591987218851995
3.03731507490428,55.2038965876589,36.7647555905874,0.0523016690679483,0.597922173587375
3.03863794164282,56.516597100236,36.9342880155995,0.0534794159179925,0.603599706553876
3.03996080838136,57.8092821242841,37.1088647672342,0.0546363472895663,0.609035867972578
3.0412836751199,59.0822839126022,37.2883968727414,0.0557729004453426,0.614244264326973
3.04260654185843,60.3359289682057,37.4727968574036,0.0568895035234077,0.619239950751907
3.04392940859697,61.5705387036465,37.6619787089598,0.0579865735550041,0.624034170015396
3.04525227533551,62.7864291450575,37.8558578503122,0.0590645165698788,0.62863833278148
3.04730012891625,64.6324802176447,38.1650623926151,0.0606964174882235,0.63541655013921
3.049347982497,66.4355420240063,38.4850233245626,0.0622848589353427,0.641801293594329
3.05139583607775,68.1967165563646,38.8154459505832,0.0638312193312254,0.647825433718947
3.0534436896585,69.9170768586724,39.1560434678639,0.0653368257056011,0.653515997697535
3.05549154323925,71.5976677739646,39.5065366061094,0.0668029544984254,0.658900174379881
3.05753939681999,73.2395075682139,39.866653327776,0.0682308452673906,0.664000277361531
3.05958725040074,74.8435883954402,40.2361286034141,0.0696216774046906,0.668837522688192
3.06163510398149,76.4108770304823,40.614704226585,0.0709766079377426,0.67343158840023
3.06368295756224,77.9423158105373,41.0021286437792,0.0722967354760683,0.677797597509944
3.06573081114299,79.4388225451988,41.3981567865993,0.0735831302226994,0.68195326779912
3.0667735042735,80.1876592125535,41.6030280822488,0.0742254903078304,0.683992690935978
3.0667735042735,80.1876592125535,41.6030280822488,0.0742254903078304,0.683992690935978
3.06677456497041,80.1867618687991,41.6032375800194,0.0742260482649815,0.683994704392784
3.06677562566732,80.1858645489057,41.6034470745864,0.0742265208650192,0.683996685032006
3.0667782420062,80.1836512925539,41.603963805609,0.074227375541532,0.684001439025512
3.06678085834507,80.1814381559109,41.6044805193074,0.0742278576180717,0.684006019821473
3.06678347468395,80.1792251436214,41.6049972142386,0.0742279865150074,0.684010415792059
3.06678858949773,80.1748991592506,41.6060072713671,0.0742274233359177,0.684018473915257
3.06679370431152,80.170573611089,41.6070172543302,0.0742259785482254,0.684025839725603
3.06680243051397,80.1631948850283,41.6087401787891,0.0742221182312683,0.684036872315157
3.06681115671642,80.1558172727162,41.6104628866192,0.0742171107445039,0.684046058522538
3.06681988291888,80.1484407101044,41.6121853777619,0.0742114892618961,0.684053507844265
3.06682860912133,80.1410651554351,41.6139076522364,0.0742055635244097,0.684059327402612
3.06683733532379,80.1336905837617,41.6156297100809,0.0741994819907697,0.684063616758659
3.06684606152624,80.126316979132,41.6173515513318,0.0741933107266417,0.684066468002071
3.0668547877287,80.1189443295616,41.6190731760206,0.0741870825604217,0.684067966961864
3.0668690753124,80.1068749813947,41.6218915586418,0.0741768082335469,0.684067706664358
3.06689111217353,80.0882643614967,41.6262374333873,0.074160875152297,0.68406134228943
3.06691314903467,80.0696595613794,41.6305819279153,0.0741449307924379,0.684048679103723
3.06695749449826,80.0322378289932,41.639320308292,0.0741128361879372,0.6840075310781
3.06700183996185,79.9948386944909,41.6480531046621,0.0740807674481611,0.683950302994647
3.06704618542543,79.9574616917703,41.6567803203955,0.0740487387135525,0.68388151530936
3.06709053088902,79.920106500671,41.6655019587961,0.0740167211862851,0.683804274561782
3.06713487635261,79.8827728949665,41.6742180231218,0.0739847031548261,0.683720732644814
3.0671792218162,79.845460700528,41.6829285166049,0.0739526967784615,0.683632497595428
3.06722356727979,79.8081697797269,41.691633442461,0.0739207104025842,0.683540816912543
3.06726791274338,79.7709000265343,41.7003328038911,0.073888741644774,0.683446633394137
3.06734965124137,79.7022588333727,41.7163530811768,0.0738298577157734,0.683268686824486
3.06743138973936,79.6336889412068,41.7323544842287,0.0737710240140103,0.683087248953977
3.06751312823736,79.5651901356225,41.748337032846,0.0737122419953832,0.682903721273865
3.06759486673535,79.4967622600708,41.7643007467816,0.0736535149487335,0.682718926576077
3.06767660523335,79.4284051850714,41.7802456457557,0.0735948423750371,0.682533421987814
3.06775834373134,79.3601188025166,41.7961717494586,0.0735362228229569,0.682347552990686
3.06791264563406,79.2314035055649,41.8261851016811,0.0734257085573284,0.681996272427496
3.06806694753678,79.1029392690079,41.8561316771242,0.0733153834829199,0.681644722156692
3.06822124943949,78.9747256006755,41.8860116075521,0.0732052472921488,0.681292892175834
3.06837555134221,78.8467620013516,41.9158250244727,0.0730952998792098,0.680940852313705
3.06852985324493,78.7190479669419,41.9455720591382,0.0729855409388059,0.680588730964201
3.06888236210769,78.4282138498858,42.0132819949497,0.0727354976502729,0.679784010353293
3.06923487097045,78.138673851706,42.0806477135803,0.072486432874287,0.678978936951413
3.06958737983321,77.8504221724508,42.147670764827,0.0722383433457305,0.678173503553135
3.06993988869598,77.5634530485905,42.214352691534,0.0719912258085364,0.677367598940364
3.0705511151386,77.068891087111,42.329170605593,0.0715650348554431,0.675969114645294
3.07116234158122,76.5781381153194,42.4429754873672,0.0711417391242706,0.674569293153781
3.07177356802384,76.0911645511431,42.5557752371443,0.0707213215235481,0.673168257953911
3.07275492830929,75.3171314770136,42.7347991321875,0.0700522936794551,0.670916361300601
3.07373628859474,74.5526454383423,42.9112842307574,0.0693905713142689,0.668661546840223
3.07471764888019,73.7975876728109,43.0852622591029,0.0687360846750588,0.666403961983857
3.07803138903032,71.3161442608731,43.6546117996984,0.0665786601624242,0.658762700354143
3.08134512918045,68.9365093701994,44.196896412412,0.0645003396233777,0.651098505738222
3.08465886933058,66.6544564271971,44.7132451464247,0.0624985284115955,0.643417700637839
3.08797260948071,64.4659429940999,45.2047378407798,0.0605707059079016,0.635726864642583
3.09128634963084,62.3670993522556,45.6724081800121,0.0587144088992716,0.628032662247631
3.09460008978097,60.3542176616177,46.1172465965101,0.0569272339220503,0.620341625475498
3.0979138299311,58.4237435829578,46.5402025070057,0.0552068380308972,0.612660231049805
3.10122757008123,56.5722695327522,46.9421861116685,0.0535509371548827,0.60499502273221
3.10454131023135,54.7965286861983,47.3240699990002,0.0519573064183644,0.597352518360152
3.10785505038148,53.093389282587,47.6866906715999,0.0504237804933787,0.589739054479844
3.11116879053161,51.4598490970137,48.0308500228489,0.0489482533245467,0.582160804980955
3.11448253068174,49.8930300891184,48.3573167638079,0.0475286778070421,0.57462389282155
3.11949938004135,47.6418102332904,48.8195321827341,0.0454815878050192,0.563305616333792
3.12451622940096,45.5281356519649,49.2453038866039,0.0435515391546486,0.552115664757092
3.12953307876057,43.5434634026815,49.6369135508933,0.0417321662802272,0.541072811374372
3.13454992812019,41.6798120253981,49.9964928330154,0.0400174225415443,0.53019514798638
3.14309957872708,38.7615628687698,50.5411126307306,0.037319978286159,0.512084311882657
3.15164922933398,36.1392069606714,51.0075523112098,0.0348830731341179,0.494573623028994
3.16019887994087,33.7822653635277,51.4039515345789,0.0326822704732421,0.477725730882586
3.16874853054777,31.6633708564203,51.7376188541944,0.0306951488530836,0.46158857337134
3.17729818115467,29.7579491746935,52.0151168411515,0.0289012352483672,0.44619724956056
3.18584783176156,28.0439599962549,52.242331157627,0.0272818734056319,0.431579210760003
3.19439748236846,26.5016494418597,52.4245367621143,0.0258200884577784,0.417751656541332
3.20031296783747,25.5256576705534,52.52675873399,0.0248927745719246,0.408645384690379
3.20421670918422,24.9193273680254,52.5843567392796,0.02431580027608,0.402842230660792
3.20812045053097,24.3413027305868,52.6345702552472,0.0237651253173999,0.397204510822161
3.21202419187772,23.790210233438,52.6777660856211,0.0232395286737229,0.391729399292332
3.21592793322446,23.2647450423936,52.7142927181454,0.0227378474765454,0.386412588531153
3.21983167457121,22.7636653399504,52.744481622881,0.02225896707671,0.381256453078153
3.22247502424645,22.4376138368725,52.7614852141086,0.0219471086354713,0.377855958714605
3.22511837392168,22.1218488565362,52.775821789823,0.0216448994825834,0.374524974151572
3.22776172359691,21.816029878853,52.7875822169289,0.0213520310974492,0.371264705481201
3.23040507327215,21.5198278431176,52.7968543130546,0.0210682053463224,0.368075876818901
3.23304842294738,21.2329249675361,52.8037229661247,0.0207931333240213,0.364956060267579
3.23569177262261,20.9550141043997,52.8082702516691,0.0205265350919964,0.361901732002935
3.23833512229785,20.6857976209733,52.8105755292308,0.020268138932097,0.358915858419732
3.24015986340817,20.5048754032005,52.8108990953612,0.0200944117452313,0.356895178235458
3.24198460451849,20.3278675139597,52.8102154139202,0.0199243836300817,0.354904450045297
3.24380934562881,20.1546840996058,52.8085484532061,0.0197579721069409,0.35294409580636
3.24563408673913,19.9852372201662,52.805921627098,0.0195950963201776,0.351016149399222
3.24745882784945,19.8194414113706,52.8023578093873,0.0194356776602131,0.349118098735886
3.24928356895977,19.6572130746651,52.7978793480924,0.0192796391133915,0.34724844962764
3.2511083100701,19.4984702284104,52.7925080773154,0.0191269050197865,0.345408771181176
3.25293305118042,19.3431327265999,52.7862653279161,0.0189774013149906,0.343601110293825
3.25475779229074,19.1911228844058,52.7791719400522,0.0188310562249388,0.341821264428562
3.25601432072145,19.088342897123,52.7738034601769,0.018732081697527,0.340610631245006
3.25727084915217,18.9870800037893,52.7680478086869,0.0186345485624924,0.339414762507745
3.25852737758289,18.8873102213189,52.7619114006762,0.0185384345951183,0.338233041735764
3.25978390601361,18.78901011366,52.7554005491641,0.0184437180698287,0.33706320150199
3.26104043444432,18.6921562609056,52.7485214667128,0.0183503772009863,0.33590657253333
3.26229696287504,18.5967255548758,52.7412802666227,0.0182583904901278,0.33476508362288
3.26355349130576,18.5026957713556,52.7336829651466,0.0181677373209218,0.333635454927667
3.26481001973647,18.4100448147448,52.7257354834068,0.0180783971195953,0.332516679969706
3.26606654816719,18.31875058395,52.71744364821,0.0179903492617611,0.33141133732253
3.26732307659791,18.2287914849439,52.7088131930759,0.0179035736155946,0.33032042664505
3.26857960502863,18.1401465824253,52.6998497602823,0.0178180506803224,0.329241774573615
3.26983613345934,18.0527953051507,52.6905589030519,0.0177337612822474,0.328172898813625
3.27109266189006,17.9667168234692,52.6809460862064,0.0176506859083665,0.327117210085623
3.27197021112451,17.9073442971407,52.6740444998549,0.0175933765799674,0.326388812260818
3.27284776035897,17.8485761089446,52.6669903086853,0.0175366440273294,0.325665394760001
3.27372530959342,17.7904055670051,52.659785299777,0.01748048197697,0.324946870299697
3.27460285882787,17.7328258896648,52.6524312402181,0.0174248840652362,0.324234797778897
3.27548040806233,17.6758304875302,52.644929877165,0.0173698441245585,0.323529559567455
3.27635795729678,17.6194130893916,52.6372829384248,0.0173153563072669,0.322829079889634
3.27723550653123,17.5635674124704,52.6294921329387,0.0172614147349391,0.322132104221389
3.27811305576569,17.5082868496153,52.6215591505193,0.0172080131688055,0.321441338189403
3.27899060500014,17.4535649274789,52.6134856616108,0.0171551455209658,0.320758874918927
3.27986815423459,17.3993957277845,52.6052733179941,0.0171028062841395,0.320081954826773
3.28074570346905,17.3457733250631,52.5969237535286,0.0170509899076109,0.319408560342016
3.2816232527035,17.2926915379545,52.5884385841152,0.0169996905669258,0.318739904847147
3.28250080193796,17.2401440841675,52.5798194072394,0.0169489023261066,0.31807890097336
3.28337835117241,17.1881252332403,52.5710678023862,0.0168986198389462,0.317423616476179
3.28425590040686,17.1366293441836,52.5621853317788,0.0168488378164727,0.316771869883084
3.28513344964132,17.0856505499299,52.5531735405037,0.0167995507258782,0.316124381730654
3.28601099887577,17.0351828062691,52.5440339560689,0.0167507528415069,0.315484302611016
3.28688854811022,16.9852205692584,52.5347680886813,0.0167024389756059,0.31485042785444
3.28776609734468,16.9357585569214,52.5253774320938,0.0166546041898589,0.314219548135568
3.28864364657913,16.8867910349511,52.51586346361,0.0166072430368064,0.313593593326549
3.28952119581358,16.8383123588277,52.5062276438038,0.0165603501975643,0.312974221815584
3.29039874504804,16.7903172395756,52.4964714168338,0.0165139207041228,0.312360150797195
3.29127629428249,16.7428004123823,52.4865962109161,0.0164679495942014,0.311750452279909
3.29215384351694,16.6957565421927,52.4766034384801,0.0164224318320796,0.311145491431409
3.2930313927514,16.6491803489085,52.4664944961831,0.0163773624326408,0.310545674162066
3.29494252579971,16.5493399991166,52.444083786608,0.0162807381465531,0.309256398953771
3.29685365884802,16.4516409761137,52.4211426050629,0.0161861678729467,0.307990204714337
3.29876479189633,16.3560319272939,52.3976846519318,0.0160936030785555,0.306746587011519
3.30067592494465,16.262462767041,52.3737232872342,0.0160029963975621,0.305525109143964
3.30425181376157,16.092699400776,52.3275819072224,0.015838565375927,0.303297926607254
3.30782770257849,15.9295996079604,52.2798055717831,0.0156805369926226,0.301144671361954
3.31140359139541,15.7728671000832,52.230473287924,0.0155286302348029,0.299062903489911
3.31497948021233,15.6222194489214,52.1796603577076,0.0153825769320007,0.297050233851294
3.32222116267659,15.3346919701651,52.0725103327442,0.0151036984128212,0.293176586395491
3.32946284514085,15.0689434689369,51.9601345084798,0.0148458037768312,0.289558237805486
3.33670452760512,14.8230490381277,51.8430458203857,0.0146070563064973,0.286177056579211
3.34394621006938,14.5952679849466,51.7217079460376,0.0143857936415059,0.283016238236681
3.35118789253364,14.3840236347245,51.5965407125425,0.014180506154367,0.280059918916212
3.3584295749979,14.1878770850619,51.4679271147611,0.0139898145055916,0.277292995155558
3.36567125746217,14.0055112781862,51.3362175648247,0.0138124546294857,0.274701378158409
3.37291293992643,13.8357225850625,51.201732144254,0.0136472697814549,0.272271880330972
3.38015462239069,13.677413485545,51.0647625648027,0.0134932039375538,0.269992041058156
3.39131871294431,13.4535597567175,50.8493451841627,0.0132752692375804,0.266743984449327
3.40248280349793,13.2513711798014,50.6295153606099,0.0130783448734289,0.263785620832475
3.41364689405155,13.0680230831087,50.4060219204581,0.012899704042649,0.26108253848103
3.42481098460517,12.901061809412,50.1795144782366,0.0127369735750255,0.258603919730566
3.43597507515879,12.7483529311737,49.9505572772385,0.0125880882638373,0.256322472242259
3.44713916571241,12.6080440075415,49.7196391467585,0.0124512540360407,0.254214261578946
3.45830325626603,12.4785310371048,49.4871824886022,0.0123249156278723,0.25225790855685
3.46946734681965,12.3584243019564,49.2535524070185,0.0122077247866801,0.250434504355242
3.48063143737327,12.2465173009197,49.0190650031251,0.0120985102795892,0.248727900817188
3.49179552792689,12.1417620111902,48.7839940134062,0.0119962542076172,0.24712368093407
3.50295961848051,12.0432490150198,48.5485761334386,0.0119000728778123,0.24560867546696
3.51412370903413,11.9501897119883,48.3130157404056,0.0118091995617813,0.244172122030591
3.52528779958775,11.8619000788698,48.0774892561501,0.0117229689412743,0.242804800198505
3.53645189014137,11.7777864727101,47.8421489874807,0.01164080344351,0.241497291951184
3.54761598069499,11.6973333606502,47.6071263387014,0.0115622013460364,0.240242466868628
3.55878007124861,11.6200932788684,47.3725345199539,0.011486726952889,0.239034545414691
3.56994416180223,11.5456781508181,47.138470929598,0.0114140024220897,0.237866762403434
3.58110825235585,11.4737510821991,46.9050192738331,0.0113436995876899,0.236734095778761
3.59227234290947,11.4040193756092,46.6722514066033,0.0112755332587557,0.235634271584494
3.6034364334631,11.3362291983595,46.4402289040467,0.0112092561282321,0.234562164303918
3.61161995031868,11.2876420653619,46.2706556815533,0.0111617481400448,0.233790635423892
3.61980346717427,11.2399022016062,46.1015294637081,0.011115064249259,0.233031998521739
3.62798698402986,11.1929405363779,45.932866276336,0.0110691371487765,0.232284249853706
3.63390243643489,11.1594433825136,45.8112445767019,0.0110363753907315,0.231749698270764
3.63981788883992,11.1262984894147,45.6898771249119,0.0110039560660848,0.231220471612859
3.64573334124495,11.0934859103423,45.5687683458723,0.0109718597327271,0.230695654202774
3.65164879364997,11.060987088614,45.4479222820613,0.0109400682965428,0.230174832364976
3.657564246055,11.0287846762894,45.3273426219896,0.0109085648321947,0.229658843673216
3.66347969846003,10.9968627382302,45.2070327261739,0.0108773338092614,0.229146763632194
3.66939515086506,10.9652065558838,45.0869956520884,0.0108463608879046,0.228636931447278
3.67531060327009,10.933802125599,44.9672341747955,0.0108156323901176,0.228131196946258
3.67955744648875,10.9114041686497,44.8814259422929,0.0107937153614009,0.227770838849557
3.68380428970742,10.8891250047176,44.7957619076951,0.0107719136303753,0.227411425556163
3.68805113292608,10.8669603615817,44.7102428623368,0.0107502230260533,0.227053446330319
3.69229797614475,10.8449062109874,44.6248695398855,0.0107286396186265,0.226697132754506
3.69654481936342,10.8229587907844,44.5396426191157,0.0107071597409715,0.226342133860658
3.70079166258208,10.8011145018153,44.454562726993,0.0106857798829468,0.225988431654436
3.70503850580075,10.7793699221941,44.3696304415672,0.0106644967070691,0.225636089764986
3.70928534901941,10.757721823953,44.2848462945956,0.0106433070660273,0.22528498876889
3.71840729345385,10.7115351562265,44.1032384808364,0.0105980955242482,0.224534880666314
3.72463867221414,10.6802174987979,43.9795749944597,0.0105674367406201,0.224025339049523
3.73087005097443,10.6490797927387,43.8562345726772,0.0105369522558394,0.223518129292234
3.73710142973471,10.6181145283649,43.7332181829732,0.010506634748361,0.223013094731049
3.743332808495,10.5873147526052,43.610526646951,0.0104764774397775,0.22251008107191
3.74956418725529,10.5566740151759,43.488160651996,0.0104464740417332,0.222009037796988
3.75941686089934,10.5085369054407,43.2953486710532,0.0103993345539176,0.22122059815605
3.76926953454338,10.4607611885826,43.1033535713945,0.0103525445568949,0.220436492821168
3.77912220818743,10.413327855948,42.9121763819474,0.0103060855274526,0.21965647298594
3.78897488183148,10.3662200398036,42.721817578435,0.0102599410332568,0.218880255293726
3.80436286749833,10.2932627480664,42.4261507112409,0.0101884672128627,0.217675052515377
3.81975085316518,10.2210140295056,42.1324779147553,0.010117677424629,0.216477905282924
3.83513883883204,10.1494329528523,41.8407950148369,0.0100475318424874,0.215288220884974
3.85052682449889,10.0784852841602,41.5510961498109,0.00997799718130462,0.214105501039278
3.87823211030373,9.95225400010048,41.0344865144127,0.00985425585224074,0.211992364041177
3.90593739610857,9.827850135492,40.5242342619006,0.00973227569110309,0.209898691950594
3.93364268191341,9.70517612131112,40.020280340057,0.00961196222421548,0.207823205036091
3.96134796771825,9.58415733511513,39.5225606124392,0.00949324358104042,0.205765037306877
3.98905325352309,9.46473462846732,39.0310078479412,0.00937606274366277,0.20372350044727
4,9.41797843324054,38.8384729013911,0.00933017671758367,0.20292132866474
4,9.41797843324054,38.8384729013911,0.00933017671758367,0.20292132866474
4.00000036469877,9.41854580492112,38.8384665034008,0.00933018725919424,0.2029213118943
4.00000072939755,9.41911317194132,38.8384601060518,0.00933020960644644,0.202921305026633
4.00000200291545,9.42109436428892,38.8384377719014,0.00933037891803673,0.20292136135559
4.00000327643336,9.42307550739609,38.8384154447017,0.00933066397615763,0.202921524510791
4.00000454995126,9.42505659794907,38.8383931250317,0.00933106687556449,0.2029218030557
4.00000716685404,9.42912729857397,38.8383472856508,0.00933223194595319,0.202922747824652
4.00000978375681,9.43319778066257,38.8383014791479,0.00933380759495251,0.202924191018423
4.00001240065959,9.43726804964386,38.8382557056118,0.00933573819200194,0.202926130528148
4.00001501756236,9.44133811079067,38.8382099650709,0.0093379730237104,0.202928563234305
4.00001763446513,9.44540796885303,38.8381642575336,0.00934046770563264,0.202931485696975
4.00002025136791,9.44947762800089,38.8381185830014,0.00934318400314049,0.202934894386326
4.00002286827068,9.4535470918633,38.8380729414738,0.00934608918970667,0.202938785759463
4.00002548517345,9.45761636359201,38.8380273329496,0.00934915532705102,0.20294315628595
4.00002810207623,9.46168544592619,38.8379817574271,0.00935235859052174,0.202948002456193
4.000030718979,9.46575434125121,38.8379362149048,0.0093556786725836,0.202953320784089
4.00003466290081,9.47188620491954,38.8378676403259,0.00936086952349297,0.202962221283534
4.00003860682263,9.47801765412608,38.837799140693,0.00936624151482915,0.202972175738926
4.00004255074444,9.48414869451176,38.8377307160003,0.0093717510251714,0.202983171581779
4.00004935580929,9.49472658682921,38.8376128283748,0.0093815037452049,0.203004559101033
4.00005616087414,9.5053032911734,38.8374951638181,0.00939146920845362,0.203028953671403
4.00006296593899,9.51587882103326,38.8373777223036,0.0094015706707978,0.20305629815471
4.00006977100384,9.52645318675253,38.837260503805,0.00941176162464184,0.203086536615138
4.00007657606869,9.53702639687238,38.8371435082962,0.00942201262439155,0.203119614074142
4.00008338113353,9.547598458862,38.8370267357513,0.00943230400685661,0.203155476485305
4.00009018619838,9.55816937947891,38.8369101861443,0.00944262226903104,0.203194070753434
4.00009699126323,9.56873916496147,38.8367938594495,0.0094529581359629,0.203235344741753
4.00010814660881,9.5860634673942,38.8366036506159,0.00946992531288641,0.203308667644509
4.00011930195439,9.60338475915982,38.8364140406134,0.0094869066421232,0.203388834733476
4.00013045729997,9.62070306303675,38.8362250293308,0.00950389252448292,0.203475632027775
4.00014161264555,9.63801840057743,38.8360366166575,0.00952087895883374,0.203568852176994
4.000158680994,9.66450621150116,38.8357494923579,0.00954686731508399,0.203723463739178
4.00017574934246,9.69098719715157,38.8354637688064,0.00957284993826636,0.203891951491152
4.00020262835551,9.73267543255462,38.83501665398,0.00961375280047035,0.204183842529647
4.00022950736856,9.77434715779938,38.8345730104964,0.00965463604348374,0.204506081574191
4.00025638638162,9.81600260623016,38.8341328368825,0.0096954996552881,0.204856390733712
4.00028326539467,9.8576419942013,38.8336961316852,0.00973634421181583,0.205232660664184
4.00031014440773,9.89926552280501,38.8332628934688,0.00977716997298607,0.205632934267736
4.00036013137631,9.97663135566865,38.8324664134689,0.00985304398233234,0.206435103812704
4.00041011834489,10.0539440632849,38.8316819101115,0.00992885392224133,0.20730356918398
4.00046010531347,10.1312046113564,38.8309093745459,0.0100046007939782,0.208229005372069
4.00051009228205,10.2084138351443,38.830148798074,0.0100802855400363,0.209203385918568
4.00058987949401,10.3315475716122,38.8289595534561,0.0102009636455989,0.210843020415737
4.00066966670597,10.4545548864678,38.8278007212132,0.0103214880137779,0.212566069861892
4.00074945391793,10.5774378052093,38.8266722675911,0.0104418608242473,0.214353544491004
4.00082924112989,10.700197986801,38.8255741592751,0.0105620838703701,0.216190103218523
4.00090902834185,10.8228367933525,38.8245063633114,0.0106821586405963,0.218063359826965
4.00098881555381,10.945355339104,38.8234688470522,0.0108020863722784,0.219963395191838
4.00106860276577,11.0677545349344,38.8224615781051,0.0109218680922551,0.221882314123996
4.00119679141657,11.2641568786505,38.8209065233899,0.011114009561518,0.22498939993297
4.00132498006737,11.4602555021335,38.8194293293816,0.0113057792023714,0.228109771353921
4.00145316871817,11.6560522210198,38.8180298643872,0.0114971792435684,0.23123020505025
4.00158135736897,11.8515484457421,38.8167079973481,0.0116882114949517,0.2343415057608
4.00170954601977,12.0467453201613,38.8154635976905,0.0118788774907743,0.237437125694118
4.00183773467057,12.2416437790129,38.814296535265,0.012069178548899,0.240512592326433
4.00196592332137,12.4362445904476,38.8132066802997,0.0122591158138112,0.24356508479165
4.00209411197216,12.6305484107657,38.8121939033362,0.0124486903130595,0.246592888964227
4.00228682878704,12.9221041522128,38.8108160698471,0.0127330131025097,0.251096176295578
4.00247954560191,13.212991810928,38.8096117153885,0.0130165212195187,0.255539343300775
4.00267226241678,13.5032131017226,38.8085804030916,0.0132992176069811,0.259921604983367
4.00286497923165,13.7927696401112,38.8077216971872,0.0135811050979943,0.264243128226259
4.00305769604652,14.0816629730868,38.8070351629729,0.0138621864473883,0.268504725296949
4.00344168069648,14.6553064006273,38.8061788203809,0.0144198432674065,0.276821311050734
4.00382566534643,15.2263349105596,38.806000856775,0.0149743318590794,0.284912540866942
4.00420964999639,15.7947604225029,38.8064978690647,0.0155256734099455,0.292786689553239
4.00459363464635,16.3605947930265,38.8076664697885,0.0160738889207854,0.30045207914716
4.00497761929631,16.9238498237393,38.809503287106,0.0166189992203236,0.307916998194786
4.00564372478321,17.8948556918485,38.8142647461014,0.017557307949188,0.320414051965609
4.0063098302701,18.8581965767797,38.8210095337569,0.0184864416176986,0.332369112373664
4.006975935757,19.8139337191919,38.8297203800026,0.0194065060891747,0.343816727737543
4.00801236948723,21.2860466645128,38.8471432605037,0.0208203022066078,0.360692825325611
4.00926703941518,23.0440280243092,38.874456710112,0.0225033090465122,0.379731013057815
4.01052170934313,24.7759853829411,38.9084795823494,0.0241557523157272,0.397399301434589
4.01177637927108,26.4823166536412,38.9491018780133,0.0257782902589117,0.413839803514612
4.01303104919904,28.163415235718,38.9962152935251,0.0273715654356173,0.429176400435722
4.01428571912699,29.8196701926871,39.0497132012179,0.0289362053517651,0.443513687027633
4.01554038905494,31.4514654391438,39.1094906288585,0.0304728220430142,0.456945862492484
4.01679505898289,33.0591797960787,39.1754442378758,0.0319820126241646,0.46955698553929
4.01804972891084,34.6431874247388,39.2474723017889,0.0334643600398131,0.481417435740098
4.01930439883879,36.2038570077205,39.3254746838955,0.0349204326566056,0.492592932895917
4.02055906876675,37.7415522936439,39.4093528150469,0.0363507852533766,0.503139916481046
4.0218137386947,39.256631878126,39.4990096715231,0.0377559590542176,0.51310855990639
4.02306840862265,40.7494491688789,39.5943497528143,0.0391364820617231,0.522543947357535
4.0243230785506,42.2203522513519,39.6952790590437,0.0404928692697825,0.531488259785096
4.02557774847855,43.669684259317,39.801705068824,0.0418256233507233,0.539977894584494
4.0268324184065,45.0977832127293,39.913536717404,0.0431352348283053,0.548045902311186
4.02808708833446,46.5049821709929,40.0306843751131,0.044422182402637,0.555721258108937
4.02934175826241,47.8916088726058,40.1530598253268,0.0456869329662466,0.563033288759373
4.03059642819036,49.2579864797699,40.2805762432726,0.0469299426535819,0.570005016934258
4.03185109811831,50.60443292617,40.4131481746944,0.0481516562930979,0.576660481306302
4.03310576804626,51.9312614963341,40.5506915149867,0.0493525083815173,0.583019721583834
4.03436043797421,53.2387806630042,40.6931234886454,0.0505329230714629,0.589101172551175
4.03561510790217,54.5272941026126,40.8403626287954,0.051693314438195,0.594922274343443
4.03686977783012,55.7971008098474,40.992328756904,0.052834086807861,0.60049908492918
4.03812444775807,57.0484951736905,41.1489429628238,0.0539556350405016,0.60584626565984
4.04130616352036,60.1413090853122,41.566416271175,0.0567161706110783,0.618465161667956
4.04336177446964,62.0796706783541,41.8511840242616,0.0584380832124972,0.625968326149966
4.04541738541893,63.972504300792,42.1473852596804,0.0601134939831921,0.633015011023615
4.04888911281057,67.0691901935276,42.6727319106456,0.0628416518347274,0.643986307398357
4.05236084020221,70.0447784638473,43.2283467385684,0.065448239066461,0.65392533241773
4.05465722745376,71.9489982369038,43.6118113571633,0.0671087201190213,0.659998930235409
4.05695361470531,73.8039714303988,44.0075203942457,0.0687205924443807,0.665713912863196
4.05925000195686,75.6111104248059,44.4150965988972,0.0702855502632622,0.671098760666448
4.06154638920841,77.371786820025,44.8341736696506,0.0718052197792854,0.676180043364488
4.06384277645996,79.08733266732,45.2643959247439,0.0732811639752005,0.680982433766636
4.0667735042735,81.2132673730777,45.8291018016734,0.0751036777735467,0.686738698637643
4.0667735042735,81.2132673730777,45.8291018016734,0.0751036777735467,0.686738698637643
4.06677457164193,81.2123638825945,45.8293105821162,0.0751042371251653,0.686740691840947
4.06677563901035,81.211460416231,45.829519359316,0.0751047102049337,0.6867426520791
4.06677826636906,81.2092366009592,45.8300332574231,0.0751055617830481,0.686747345741413
4.06678089372777,81.207012906153,45.8305471380649,0.0751060387150483,0.686751866199673
